4668dbac-e17b-46c9-8e1f-03293e43b2be,Do narrow rows in munbeans make powdery mildew harder to control?
e4a5bfdb-c62c-4a70-9735-280b8c71b9e7,How much phorphorus does wheat grain harvesting remove?
370c230d-cb9e-4b6f-b647-ca67244794f6,Will sulfur application increase sunflower yield?
39fb7090-0714-4f49-a32f-20604aa89755,What effect do break crops have on system profitability
82600268-e8b3-45d3-b4c5-b3db546ec359,Do cover crops decrease soil water for the subsequent crop?
f7184b30-c77d-493e-940a-d1d56c91975e,What impact does the position of phosphorus application have on grain yield?
fdc4ab7d-5157-4beb-891c-16c41f331005,Are residual herbicides effective for weed control?
daabc99d-a494-42ba-bb75-d3b87ba64369,What mungbean cultivars are tolerant to powdery mildew?
9c3e2983-9ae1-4e59-9b84-52cb9e0eb0cb,What plant populations are recommended for maximum yield?
a43931fd-d207-406f-a90f-dd319ae9e265,Can variable rate nutrient application increase profitability?
4815f26e-196e-46cb-84ae-9382cb076029,What is the best method to apply fungicide for powdery mildew?
44709ac2-d1c3-468f-8a8b-cdd7140d4bab,What impact does soil depth have on root activity?
00e858f2-6d0b-4f1b-8f08-81c112edb7b8,Are deep applications of phosphorus profitable?
432417a7-abe8-42da-9eff-d8b90d821608,Is flowering date or sowing date more important for determining wheat yield?
6515d24f-f7cc-42a5-8f24-7967e3a99729,Are residual herbicides effective for controlling summer grasses.
5e9a17ca-7e71-4284-a3b1-dc979e515202,What is a profitable crop to rotate with wheat?
bfea272c-547b-4820-b441-22b8e58dc67d,Does banding of nitrogen fertiliser affect mungbean root growth?
74a6fe65-b951-473a-a77d-3e260a410b59,When is sorghum planted in central Queensland?
8ae4a397-ea36-4bfe-a4ae-506fd76d0a59,Can pasture phases increase soil organic carbon in cropping systems?
c1b060fb-4a49-4b0f-bd9f-6f8d5291c6cf,Does high stubble cover decrease chickpea yield?
44ebfa49-a0e4-4871-a38d-fed014c7b274,Should you mix herbicides to better control weeds?
78da9646-36a4-4bac-93b5-ce13319b76e5,Can cover crops increase yield?
109be766-5e8f-4cf0-b26a-d42fd6f2f273,Is it profitable to incorporate a pasture phase into cropping systems?
ae422ef1-60b0-4dbb-ac5e-a4660ae66723,Is the deep placement of P profitable?
e54f5bc3-cef0-4b98-be7a-11c379e0053a,How productive are farming systems in Queensland and NSW
732ac632-1a84-4223-8a2e-8d59f8017508,What factors influence the reponse of crops to deep nutrient placement?
01f2a21f-02c3-4a46-b4a1-91eeca022593,What impact can N have on the response of cereals to P and K fertiliser?
428caf3e-56b5-404b-a1df-b1d0c8fcb644,Can manure increase yield?
86314472-06f5-4f40-bb0b-b2a91e624a34,Why should you mix herbicides?
d74e7527-ea18-4efd-823a-0f6227e7c08c,What impact does row spacing have on mungbean yield?
c43d07f2-006f-4a18-a4c1-47f279bfdbdb,Can deep placement of P increase sorghum yield?
01704a22-b713-43e5-bb1c-d5c9b2105104,What impact does row spacing have on mungbean yield
c94e9bc4-9558-4ecc-b0c1-43ef6687b3d2,What type of management can increase soil organic carbon increase under pasture?
0a4ac9eb-5898-4c0f-958e-d4fe40dbc45f,What impact can high in-crop rainfall have on chickpea yield
9ee56cae-ccf6-4870-8f98-2f00eee9bc74,Is manure or inorganic fertiliser better?
48fb76bf-a673-4c39-91e6-4111f942ade0,What impact does deep application of P have on sorghum yield?
3c4ce120-f18c-4a79-b596-8808b8236cdf,What impact does deep placement of P have on sorghum yield?
bc159145-7963-4bca-87dc-0e9d00e0535d,What are the benefits of retaining stubble?
6db7b6ff-dbdd-4930-b241-0c9f9f564186,To what depth can chickpeas extract soil water?
3f1f437a-1b76-48d4-aa77-444f5885fe5d,What impact does soil N have on nodulation in mungbeans?
0b97f920-728f-4449-a30a-8510bed46c7f,Should I fertilise my mungbean crop with nitrogen?
2f495666-3dcb-4059-93ef-0d8f767c2168,Do farmers in central Queensland practice summer or winter cropping?
3b93229a-ed05-46b6-bb6a-c7848a1d7854,What is the impact of deep application of P on cereal yields?
576b529d-ed68-4ea0-8b18-886724f9a31b,What cereal crops are most resistant to crown rot?
12246661-a0e2-44b1-9a4e-52cd83745906,What impact does narrow row spacing have on mungbean yield?
d1e4acba-ef4b-419c-84f5-13d2a9030522,Do pulses increase soil nitrogen?
37cffa36-ed5c-4f33-80c8-e1927ade6131,What type of planting system is used for sorghum?
3e3b5ff1-b6fd-421e-84a3-1677e83c4214,What impact does row spacing have on maize yield?
45cf3c57-978e-46f9-bc86-7d557c195c35,What impact does a narrow row spacing have on faba bean yield?
68c7f19a-e840-4f31-89c3-b5d5047fd00e,Can deep application of phosphorus increase yields for pulse crops?
928f9d91-9bf0-4d65-b334-2161dfd44c58,Are cover crops suitable for northern region farming systems?
c2dd4bf5-9e7a-4e0f-b52c-e4b96ca45361,What weeds are resistant to glyphosate?
f58dd896-43ee-49bd-b5db-3a0a412b96ce,What environmental factors affect the efficacy of herbicides?
d554ff2c-fb8c-4e8a-a7b5-6f9836793d67,What varieties will yield best when planted late?
880e95d6-04ff-4575-956d-7ddf80df0873,What impact does season have on crop response to subsoil P?
41de796a-49fe-4c13-b43c-394f33698e97,When is it best to plant wheat?
79663aa8-3d57-462b-82fe-0f1c09847fa2,What planting density is optimum for wheat?
f4869f4d-8885-4d75-95e1-6dccde31b43d,What is the best plant population?
6fec11b9-2163-4c2f-9291-cbddc0f8f945,How do residual herbicides control weeds?
3f4a704f-b5d3-4b3b-b22e-b242abcae97a,what impact does row spacing have on the impact of deep P placement?
3437cec8-3ac0-4266-9e64-d17e09e8d2a5,What impact can nitrogen rate have on yield?
fb72605c-2c33-4e92-ba0d-8a0f9864d6b1,What impact can season have on deep placement of P and K?
4b5173dd-0da0-4fcd-b26c-8b1fa29e75db,What impact does plant population have on yield?
8803c93e-9ac7-4769-ae00-e4f973e65028,Do successive or single seasonal harvests lead to greater biomass production in mixed vetch and barley systems?
761109b1-20f7-40a8-88d6-298db6609b7e,How do sugar-beet plants adapt to drought stress?
59529173-9d91-4ec5-a742-ada97cc0ecd6,How should I apply fertiliser to a rice-wheat cropping system?
b60ae4d2-d3e8-4d36-9eef-444277cea96d,How much will grain prices affect the relative returns from different grain cropping systems in Queensland?
8bfccbab-fdc1-4a20-9099-05a4ad0dcd12,Can pasture phases improve soil organic matter levels in old cropping country in Queensland?
77bd9ff8-9a90-4a53-901a-98b60511a7cb,How wide a apart should I use to apply deep phosphorus to dryland grain crops in the northern region?
8c864cab-bddc-495f-bca9-1b3f864240fc,How much of our rainfall in Queensland is used by grain crops?
01dfeeb3-d2e7-49fd-a885-ac2b3adc1412,What pests and diseases are an issue for canola production?
b7aaf84c-57ec-4241-8b43-c50913a361d6,What is the fastest way to rebuild soil organic carbon and soil organic matter in cropping country?
e73b48bd-0ccf-4979-8594-02e9949b5cf5,When will cover crops fail to recover and store as much water as normal fallows with little low stubble levels?
aeaac4f9-b85d-4cf5-9c76-621afcf18575,Can i improve returns by changing my cropping system in the northern region? 
318080c6-1268-4959-bccf-2a827d774e20,What is the biggest driver of farming systems performance in the northern grain region?
1b90157f-3fe7-4498-9b96-9f37435fedf2,What is the most effective way to boost soil organic carbon in commercial grain farms?
c90ba6eb-5391-4d9d-a8b7-6b5c2028f1ba,How costly is the loss of soil organic carbon from famring systems in the northern grain region?
2d6619bb-4a29-45b7-8e77-4a2e0d01c245,Will I need more nitrogen if I apply deep phosphorus fertiliser?
82e03fce-5d03-4d30-915e-cca13a0bedb1,What causes the loss of soil organic carbon in grain farming?
3ca34ce7-4fc7-45b6-ba8b-d1bc42a82902,Is MAP the best fertiliser for deep phosphorus applications?
