b41c6e33-dd45-4d00-bfd7-89e8a4b5f2ca,herbicide broadleaf weed combination
eaf5ec37-fb28-4e65-9289-481513ab6f64,sorghum planting date yield
9179392d-9c08-40e6-a058-7da154d1d186,flowering period grain yield
737c62b4-7288-43d0-8f97-44a07cdcec65,deep placement phosphorus cereal yield
a8467a68-b68f-4e42-9ef4-f25379a0a35a,intensive system soil water
63848274-0055-4cf1-a734-f7f1702b187a,soil organic carbon pasture
18f2404f-f066-44c0-b330-c613475e03a4,chickpea deep palcement phosphorus potassium
032d334c-ffc9-4d20-bd99-e9e05e250417,powdery mildew mungbean
271116d2-936b-43b8-943c-92f48f347695,water use efficiency crop rotation
15ad82f4-c56c-4298-b490-58a2faa0f535,pulse crop plant available water
35d3f2bb-0063-4168-bb46-35cb7544fb7e,crop rotation legume
85053149-485a-46cb-8d6b-1f63e59472fe,yield evaporative stress
c0a12088-c5ae-4fdb-998c-77c9829f17ae,deep placement phosphorus yield
39c9ba40-8918-443c-b449-92d6d7d92301,herbicide plant back period
2f78005e-8ed8-4060-b59c-5f63f8614042,deep placement phosphorus economic
10f3395a-fb5e-4b2c-ba2c-eaad46585166,sowthistle herbicide mixing
e0f42831-3dcf-4dd6-ad7e-85818a91daf1,deep banded nutrients crop species
185f1971-dc56-4406-a733-55bd1d5d8441,crown rot wheat resistance
e8d2d509-adfc-43fd-a2cf-5d64027286e6,herbicide mixture weed control
c889798c-d44c-420f-aab3-1e03e0ae1482,grain yield deep placement phosphorus
2f7f037e-8415-48c6-9d9c-6f06d425d560,cover crop soil moisture
72d17241-85ad-4885-9ca2-fd6cf674f45d,deep banded phosphorus yield
37d8446b-57b3-4983-b1bf-75c9d8cd1cfa,row spacing maize yield
f3795e7b-1798-4e47-8d29-bb9f1a83d2f4,mungbean row spacing profitability
519ba759-00ca-422f-b167-11b9e1751adb,cover crop soil moisture
fe569768-ae21-46d8-815c-35eb9d9c74cd,chickpea starter phosphorus
d5dd9b94-626d-482d-80bb-4f4258e3677f,deep application phosphorus rate
f0a267dd-e46e-48e4-9753-111e3c607c1f,vegetative growth soil moisture
9b946f0f-a662-49bc-a6a3-3a82a7209508,legumes phosphorus deficiency
38816577-9c50-4209-8832-7e75d3b75bb8,phosphorus potassium sulfur yield
74a0327c-8c3e-48e4-9515-bd9285b4aac5,water limited yield potential underperformance
3a9fbd6b-7684-4217-9734-6b58a1cad613,mungbean innoculation
3b004763-3735-4d81-8f88-5b3daaea0b7b,phosphorus response yield
80e5783e-db02-4cdb-9653-41dc6ba46369,feather top rhodes grass herbicide
85912d0c-9948-4f2b-b782-5087db666d2b,deep palcement phosphorus returns
2724bd37-5010-4cff-8d31-f9cd1902fe59,planting time yield
db2c90c4-df32-4fc9-a56e-12e764608806,legume farming systems
d0cf23c8-a710-4f29-ad50-c3e891d425ff,flowering temperature yield
96d9bb10-0d33-4c20-8ead-40c496221d99,farming system intensity
591ec284-301a-40fa-863f-8a14761fae9e,deep placement phosphorus cereal yield
fed08af6-a889-418a-ae03-f41768cc5e7e,mungbean powdery mildew
83ffb0d8-6b41-4312-b512-d3344365a8fa,sodicity soil structure
ea7531c1-dc99-44ff-859c-63f7fd10142e,variety soil nitrogen
48c11016-51b6-4ff6-8022-8947d0b91cbc,plant population yield
e8f7f330-cd93-4cfd-96f6-67f13a3ab29d,wheat variety planting date
b641ba3d-68ad-471a-a99c-5e455c2c9505,plant establishment row spacing
b2f07235-890b-4dfa-b5fa-434df3be5468,SuntopP nitrogen
92dcc535-9f52-42d0-8ebe-c3f1f21c5ab9,stress sorghum
6a70d76e-b491-482f-a664-3a1c54f48d8b,soil organic carbon fallow period
503b97b3-1d6b-45e9-bf56-f16a9fce1ff1,mungbean plant population yield
3649bbb1-2e56-4b56-ba5c-1f6a79766d50,Colwell P deep placement phosphorus
986dacfd-4c7b-4a0d-a50d-c68ed0b77995,soybean antinutrients boiling
ef449299-4159-4fde-b72e-21e3c8123c7b,phosphorus carbon sequestration
84cedd02-be72-4625-ba25-0a5d5b971bdd,nitrogen fertiliser placement N2O emissions
8b93e931-53df-4475-acd8-5134bbb6b2e9,PBA WhartonP stress tolerance
72aa424f-7533-4310-8380-e9854a421653,sodicity salinity
d2d8a904-8f8b-4a14-adf3-5a08c63c0978,vetches disease
d3123754-b016-4a58-bded-27e8022d6b7e,clover acidity
9e26e52d-a094-4fb8-b3f0-73e5548c6798,crown rot
acced6bd-2ce7-42e6-964b-ffe7850af4bf,deep P profitability
6a0ece77-3bcb-4b4e-9f6c-facd8e5f08b9,deep P
598e3c7b-40d3-463d-8a2e-a51201a3aa2c,grain yield responses to deep P
4f46514a-4f79-44ca-b4d5-64d57a973bbb,best use of rainfall
67e83cbb-41c2-4d81-8100-eb5c80fe501b,Queensland
bbd9ed9f-f210-4e81-9d7c-fe612d21aae3,economics of deep P
10a7e5bb-ca27-4123-9ae4-338047e9454a,reliability of deep P responses
20c96350-27f2-48a8-ac1b-78d699343600,5 mg/kg colwell
bd1fb3d9-dc37-44d7-81e4-2373ccd86ee0,snails in grain
0b848f86-8160-4512-bd54-2239d9ba07c1,N2O emissions
b008a3e3-37af-4b6b-8be6-07e929649b55,high pH
7f5eda26-950d-4038-a3b9-d72e213cfed6,soil carbon decline
6504fbbc-d62f-4ce5-aa73-756b526daa94,legume  break crops
8f2f1f17-71ae-4b27-8601-52e04f7df2e7,root lesion nematodes
cf339535-3afe-4d36-b113-6350197c274b,fallow efficiency
eaa011e0-53ca-4a6f-b125-40772f58d519,removal of lucerne phases
6ddf060f-1fb4-4ddc-abcb-4961081f830a,crown rot
8d7dba52-73cd-422a-8612-99bfc3d9e4b3,potassium and legumes
c9d8b63a-f3be-4bb4-929a-3ef29ebfff38,nitrogen balance and legumes
1d8223d3-43d7-42bc-9eb9-32356d198d8d,cover crops
b49cbd26-3b97-4d69-bb56-84f74345c641,legumes and nitrogen savings
8ef50450-c493-418f-accc-53185b4acd14,soil nitrogen and nodulation of mungbeans
eb688509-512c-4347-b40a-2d1c5c15d020,deep p
2af014ef-5164-43d9-be32-4d53941c5cd7,deep phosphorus
4668dbac-e17b-46c9-8e1f-03293e43b2be,row spacing and powdery mildew
e4a5bfdb-c62c-4a70-9735-280b8c71b9e7,phosphorus removal wheat grain
1a3f09be-ba97-4a33-8da1-df64d8af603f,yield row spacing 
370c230d-cb9e-4b6f-b647-ca67244794f6,Sulfur sunflower yield
cf93752d-e2e6-4d6e-9aab-0b5fd8acf975,cover crop soil water
39fb7090-0714-4f49-a32f-20604aa89755,break crop root leison nematode
82600268-e8b3-45d3-b4c5-b3db546ec359,cover crop soil water
f7184b30-c77d-493e-940a-d1d56c91975e,phosphorus starter application yield
fdc4ab7d-5157-4beb-891c-16c41f331005,residual herbicide fallow weeds
daabc99d-a494-42ba-bb75-d3b87ba64369,variety powdery mildew rating
9c3e2983-9ae1-4e59-9b84-52cb9e0eb0cb,plant population wheat yield queensland
c12e55d9-29b3-46b7-9485-8b6a79a9b3c5,subsoil constraint queensland
c6d2aae7-621f-4348-b22c-c7df8563dbc5,cropping system water use efficiency
8820096c-095b-4ac9-8f1c-6847e61a2aab,ground cover cover crop
a708a274-45c7-46a0-817b-d567ec34223f,tillage radish biomass
a43931fd-d207-406f-a90f-dd319ae9e265,fertiliser yield subsoil constraints
4815f26e-196e-46cb-84ae-9382cb076029,fungicide application
44709ac2-d1c3-468f-8a8b-cdd7140d4bab,root activity soil moisture
00e858f2-6d0b-4f1b-8f08-81c112edb7b8,phosphorus deep placement season
432417a7-abe8-42da-9eff-d8b90d821608,flowering date yield
6515d24f-f7cc-42a5-8f24-7967e3a99729,herbicide summer grass control
5e9a17ca-7e71-4284-a3b1-dc979e515202,crop rotation profitability
bfea272c-547b-4820-b441-22b8e58dc67d,mungbean roots and fertiliser
74a6fe65-b951-473a-a77d-3e260a410b59,sorghum central queensland planting time
8ae4a397-ea36-4bfe-a4ae-506fd76d0a59,pasture phase soil organic carbon
c1b060fb-4a49-4b0f-bd9f-6f8d5291c6cf,stubble cover soil water
44ebfa49-a0e4-4871-a38d-fed014c7b274,herbicide weed control mode of action
78da9646-36a4-4bac-93b5-ce13319b76e5,cover crop yield
109be766-5e8f-4cf0-b26a-d42fd6f2f273,pasture phase mixed pharming profitability
7aed2559-44be-40a6-899e-994b2e566204,fallow efficiency high crop intensity
b229bb50-7f75-4a8c-8b11-262d32ef6eaa,Mungbean phosphorus rate
591b246c-cd00-4b67-9b2d-60dfeed4ec9c,time of sowing mungbean
ae422ef1-60b0-4dbb-ac5e-a4660ae66723,deep placement phosphorus economic response
e54f5bc3-cef0-4b98-be7a-11c379e0053a,farming system performance Queensland NSW
732ac632-1a84-4223-8a2e-8d59f8017508,deep banded nutrients plant uptake
01f2a21f-02c3-4a46-b4a1-91eeca022593,deep placement phosphorus nitrogen
428caf3e-56b5-404b-a1df-b1d0c8fcb644,manure crop performance
86314472-06f5-4f40-bb0b-b2a91e624a34,residual herbicide mixture cost
d74e7527-ea18-4efd-823a-0f6227e7c08c,mungbean row spacing
e2f5af2d-3d1d-48ec-bc46-4fd882904240,mungbean row spacing yield
c43d07f2-006f-4a18-a4c1-47f279bfdbdb,sorghum deep placement phosphorus yield
01704a22-b713-43e5-bb1c-d5c9b2105104,row spacing grain yield
c94e9bc4-9558-4ecc-b0c1-43ef6687b3d2,pasture soil organic carbon
0a4ac9eb-5898-4c0f-958e-d4fe40dbc45f,in-crop rainfall pod set
9ee56cae-ccf6-4870-8f98-2f00eee9bc74,manure yield
48fb76bf-a673-4c39-91e6-4111f942ade0,grain yield deep phosphorus sorghum
3c4ce120-f18c-4a79-b596-8808b8236cdf,sorghum deep placement phosphorus yield
bc159145-7963-4bca-87dc-0e9d00e0535d,soil cover soil water
6db7b6ff-dbdd-4930-b241-0c9f9f564186,chickpea rooting depth
3f1f437a-1b76-48d4-aa77-444f5885fe5d,nodulation mungbean soil nitrogen
0b97f920-728f-4449-a30a-8510bed46c7f,soil nitrogen rhizobia population
2f495666-3dcb-4059-93ef-0d8f767c2168,summer cropping central queensland
3b93229a-ed05-46b6-bb6a-c7848a1d7854,subsoil phosphorus response
576b529d-ed68-4ea0-8b18-886724f9a31b,crown rot durum wheat
12246661-a0e2-44b1-9a4e-52cd83745906,row spacing dry season
d1e4acba-ef4b-419c-84f5-13d2a9030522,pulses nitrogen fixation
37cffa36-ed5c-4f33-80c8-e1927ade6131,sorghum MR-Buster
d056cb1d-29d8-4a10-8f1d-b82d87d2489d,millet cover crop
b1456028-0322-4b8e-9794-637dc1365864,crown rot cereal yield
3e3b5ff1-b6fd-421e-84a3-1677e83c4214,row spacing harvest index
45cf3c57-978e-46f9-bc86-7d557c195c35,narrow row spacing dry matter yield
68c7f19a-e840-4f31-89c3-b5d5047fd00e,deep phosphorus chickpea
928f9d91-9bf0-4d65-b334-2161dfd44c58,cover crops fallow water storage
c2dd4bf5-9e7a-4e0f-b52c-e4b96ca45361,glyphosate resistance
f58dd896-43ee-49bd-b5db-3a0a412b96ce,herbicide efficacy
b36eb60b-2c36-4945-9714-9f1d2f26ba46,crown rot control
011b1dd5-2d03-4002-b3df-86f682cf5144,water use efficiency soil moisture
d554ff2c-fb8c-4e8a-a7b5-6f9836793d67,planting date variety
880e95d6-04ff-4575-956d-7ddf80df0873,season deep placement phosphorus yield
41de796a-49fe-4c13-b43c-394f33698e97,time of sowing yield
79663aa8-3d57-462b-82fe-0f1c09847fa2,planting density wheat yield
f4869f4d-8885-4d75-95e1-6dccde31b43d,plant population yield decline
6fec11b9-2163-4c2f-9291-cbddc0f8f945,residual herbicide weed control
4b0151c0-a2ea-4125-9dc2-5f38681eea22,grain protein dilution nitrogen
3f4a704f-b5d3-4b3b-b22e-b242abcae97a,phosphorus band spacing deep placement
3437cec8-3ac0-4266-9e64-d17e09e8d2a5,nitrogen yield potential
fb72605c-2c33-4e92-ba0d-8a0f9864d6b1,deep application phosphorus season
4b5173dd-0da0-4fcd-b26c-8b1fa29e75db,plant population variety
8803c93e-9ac7-4769-ae00-e4f973e65028,vetch barley cropping system
761109b1-20f7-40a8-88d6-298db6609b7e,sugar beet drought stress
59529173-9d91-4ec5-a742-ada97cc0ecd6,phosphorus rice
b60ae4d2-d3e8-4d36-9eef-444277cea96d,How much will grain prices affect the relative returns from different grain cropping systems in Queensland?
8bfccbab-fdc1-4a20-9099-05a4ad0dcd12,pastures impact on soil carbon
77bd9ff8-9a90-4a53-901a-98b60511a7cb,deep p bands
8c864cab-bddc-495f-bca9-1b3f864240fc,rainfall lost to evaporation
01dfeeb3-d2e7-49fd-a885-ac2b3adc1412,canola blackleg
b7aaf84c-57ec-4241-8b43-c50913a361d6,soil organic matter 
e73b48bd-0ccf-4979-8594-02e9949b5cf5,cover crops
94f68775-ef65-4df4-b7d5-1dcf21dfbe02,cover crops for cotton
aeaac4f9-b85d-4cf5-9c76-621afcf18575,farming system performance
318080c6-1268-4959-bccf-2a827d774e20,drivers of farming systems performance
1b90157f-3fe7-4498-9b96-9f37435fedf2,boosting soil organic carbon on grain farms
c90ba6eb-5391-4d9d-a8b7-6b5c2028f1ba,loss of soil carbon
2d6619bb-4a29-45b7-8e77-4a2e0d01c245,nitrogen and deep phosphorus
82e03fce-5d03-4d30-915e-cca13a0bedb1,fallow length
3ca34ce7-4fc7-45b6-ba8b-d1bc42a82902,superphosphate for deep applications

